root,source_region,receiver_region,source_n,receiver_n,source_country_count,receiver_country_count,source_branch_count,receiver_branch_count,deepest_A_s,deepest_D,deepest_call,source_receiver_reliability_score,display_class
J-P58,west_asia,northeast_africa,7165,101,19,4,4012,68,70.94059405940594,-4.117266817160469,True,0.47813542091731104,fragile or scale-sensitive
J-P58,west_asia,west_europe,7165,109,19,14,4012,89,65.73394495412845,-3.6555524132883725,True,0.12966718669416397,robust compatible
J-P58,west_europe,balkan,109,39,14,4,89,35,2.7948717948717947,-0.901773767963594,True,0.0628754377044052,robust compatible
J-P58,west_europe,east_europe,109,105,14,8,89,82,1.0380952380952382,-0.152233123182245,True,0.4463282467877055,fragile or scale-sensitive
J-P58,west_europe,north_africa,109,358,14,6,89,233,0.30446927374301674,0.845624916697267,False,0.23011191270452513,"stable rejection, scale-sensitive D"
J-P58,west_europe,northeast_africa,109,101,14,4,89,68,1.0792079207920793,-0.461714403872097,True,0.42771607073653434,fragile or scale-sensitive
J-P58,west_europe,west_asia,109,7165,14,19,89,4012,0.015212840195394277,3.6555524132883725,False,0.12966718669416397,robust rejection
J-Z2215,balkan,east_europe,61,113,7,9,49,91,0.5398230088495575,1.7984174745029224,False,1.0,broad-root deferred
J-Z2215,balkan,north_africa,61,360,7,6,49,236,0.1694444444444444,3.840088135154867,False,1.0,broad-root deferred
J-Z2215,balkan,northeast_africa,61,108,7,4,49,73,0.5648148148148148,0.991260720492856,False,1.0,broad-root deferred
J-Z2215,balkan,west_asia,61,7363,7,19,49,4139,0.0082846665761238,10.35564155368427,False,1.0,broad-root deferred
J-Z2215,balkan,west_europe,61,145,7,14,49,111,0.4206896551724138,1.8212727999302916,False,1.0,broad-root deferred
J-Z2215,east_europe,balkan,113,61,9,7,91,49,1.852459016393443,-1.7984174745029224,True,1.0,broad-root deferred
J-Z2215,east_europe,north_africa,113,360,9,6,91,236,0.3138888888888889,2.041670660651944,False,1.0,broad-root deferred
J-Z2215,east_europe,northeast_africa,113,108,9,4,91,73,1.0462962962962965,-0.8071567540100663,True,1.0,broad-root deferred
J-Z2215,east_europe,west_asia,113,7363,9,19,91,4139,0.015347005296754,8.557224079181347,False,1.0,broad-root deferred
J-Z2215,east_europe,west_europe,113,145,9,14,91,111,0.7793103448275862,0.022855325427368914,False,1.0,broad-root deferred
J-Z2215,north_africa,balkan,360,61,6,7,236,49,5.901639344262295,-3.840088135154867,True,1.0,broad-root deferred
J-Z2215,north_africa,east_europe,360,113,6,9,236,91,3.185840707964602,-2.0416706606519446,True,1.0,broad-root deferred
J-Z2215,north_africa,northeast_africa,360,108,6,4,236,73,3.333333333333333,-2.8488274146620114,True,1.0,broad-root deferred
J-Z2215,north_africa,west_asia,360,7363,6,19,236,4139,0.0488931142197473,6.515553418529404,False,1.0,broad-root deferred
J-Z2215,north_africa,west_europe,360,145,6,14,236,111,2.4827586206896552,-2.0188153352245752,True,1.0,broad-root deferred
J-Z2215,northeast_africa,balkan,108,61,4,7,73,49,1.7704918032786885,-0.991260720492856,True,1.0,broad-root deferred
J-Z2215,northeast_africa,east_europe,108,113,4,9,73,91,0.9557522123893806,0.8071567540100665,False,1.0,broad-root deferred
J-Z2215,northeast_africa,north_africa,108,360,4,6,73,236,0.3,2.8488274146620114,False,1.0,broad-root deferred
J-Z2215,northeast_africa,west_asia,108,7363,4,19,73,4139,0.0146679342659242,9.364380833191413,False,1.0,broad-root deferred
J-Z2215,northeast_africa,west_europe,108,145,4,14,73,111,0.7448275862068966,0.8300120794374354,False,1.0,broad-root deferred
J-Z2215,west_asia,balkan,7363,61,19,7,4139,49,120.70491803278688,-10.35564155368427,True,1.0,broad-root deferred
J-Z2215,west_asia,east_europe,7363,113,19,9,4139,91,65.15929203539822,-8.557224079181347,True,1.0,broad-root deferred
J-Z2215,west_asia,north_africa,7363,360,19,6,4139,236,20.45277777777778,-6.515553418529403,True,1.0,broad-root deferred
J-Z2215,west_asia,northeast_africa,7363,108,19,4,4139,73,68.17592592592592,-9.364380833191413,True,1.0,broad-root deferred
J-Z2215,west_asia,west_europe,7363,145,19,14,4139,111,50.77931034482759,-8.534368753753979,True,1.0,broad-root deferred
J-Z2215,west_europe,balkan,145,61,14,7,111,49,2.377049180327869,-1.8212727999302918,True,1.0,broad-root deferred
J-Z2215,west_europe,east_europe,145,113,14,9,111,91,1.2831858407079646,-0.022855325427369146,True,1.0,broad-root deferred
J-Z2215,west_europe,north_africa,145,360,14,6,111,236,0.4027777777777778,2.0188153352245752,False,1.0,broad-root deferred
J-Z2215,west_europe,northeast_africa,145,108,14,4,111,73,1.3425925925925926,-0.8300120794374354,True,1.0,broad-root deferred
J-Z2215,west_europe,west_asia,145,7363,14,19,111,4139,0.0196930598940649,8.534368753753979,False,1.0,broad-root deferred
J-Z631,balkan,east_europe,33,34,10,7,23,19,0.9705882352941176,-0.32805960470940143,False,0.05252978680212591,robust rejection
J-Z631,balkan,west_europe,33,83,10,13,23,59,0.39759036144578314,0.8704375236798609,False,0.1593982929691289,robust rejection
J-Z631,east_europe,balkan,34,33,7,10,19,23,1.0303030303030303,0.3280596047094015,False,0.01919645346879257,robust rejection
J-Z631,east_europe,west_europe,34,83,7,13,19,59,0.40963855421686746,1.1984971283892625,False,0.023125897245036872,robust rejection
J-Z631,west_europe,balkan,83,33,13,10,59,23,2.515151515151515,-0.8704375236798609,True,0.28439829296912894,fragile or scale-sensitive
J-Z631,west_europe,east_europe,83,34,13,7,59,19,2.4411764705882355,-1.198497128389262,True,0.02312589724503687,robust compatible
J1,balkan,east_europe,61,115,7,9,49,93,0.5304347826086957,1.851469681578344,False,1.0,broad-root deferred
J1,balkan,north_africa,61,360,7,6,49,236,0.1694444444444444,3.840088135154867,False,1.0,broad-root deferred
J1,balkan,northeast_africa,61,108,7,4,49,73,0.5648148148148148,0.991260720492856,False,1.0,broad-root deferred
J1,balkan,west_asia,61,7386,7,19,49,4156,0.0082588681288925,10.365009808623038,False,1.0,broad-root deferred
J1,balkan,west_europe,61,149,7,14,49,115,0.4093959731543624,1.9126041732713068,False,1.0,broad-root deferred
J1,east_europe,balkan,115,61,9,7,93,49,1.8852459016393444,-1.851469681578344,True,1.0,broad-root deferred
J1,east_europe,north_africa,115,360,9,6,93,236,0.3194444444444444,1.988618453576523,False,1.0,broad-root deferred
J1,east_europe,northeast_africa,115,108,9,4,93,73,1.0648148148148149,-0.8602089610854879,True,1.0,broad-root deferred
J1,east_europe,west_asia,115,7386,9,19,93,4156,0.0155699972921743,8.513540127044696,False,1.0,broad-root deferred
J1,east_europe,west_europe,115,149,9,14,93,115,0.7718120805369127,0.061134491692962506,False,1.0,broad-root deferred
J1,north_africa,balkan,360,61,6,7,236,49,5.901639344262295,-3.840088135154867,True,1.0,broad-root deferred
J1,north_africa,east_europe,360,115,6,9,236,93,3.130434782608696,-1.9886184535765228,True,1.0,broad-root deferred
J1,north_africa,northeast_africa,360,108,6,4,236,73,3.333333333333333,-2.8488274146620114,True,1.0,broad-root deferred
J1,north_africa,west_asia,360,7386,6,19,236,4156,0.0487408610885458,6.524921673468171,False,1.0,broad-root deferred
J1,north_africa,west_europe,360,149,6,14,236,115,2.416107382550336,-1.9274839618835602,True,1.0,broad-root deferred
J1,northeast_africa,balkan,108,61,4,7,73,49,1.7704918032786885,-0.991260720492856,True,1.0,broad-root deferred
J1,northeast_africa,east_europe,108,115,4,9,73,93,0.9391304347826088,0.8602089610854879,False,1.0,broad-root deferred
J1,northeast_africa,north_africa,108,360,4,6,73,236,0.3,2.8488274146620114,False,1.0,broad-root deferred
J1,northeast_africa,west_asia,108,7386,4,19,73,4156,0.0146222583265637,9.37374908813018,False,1.0,broad-root deferred
J1,northeast_africa,west_europe,108,149,4,14,73,115,0.7248322147651006,0.9213434527784508,False,1.0,broad-root deferred
J1,west_asia,balkan,7386,61,19,7,4156,49,121.08196721311477,-10.365009808623038,True,1.0,broad-root deferred
J1,west_asia,east_europe,7386,115,19,9,4156,93,64.22608695652174,-8.513540127044696,True,1.0,broad-root deferred
J1,west_asia,north_africa,7386,360,19,6,4156,236,20.516666666666666,-6.524921673468171,True,1.0,broad-root deferred
J1,west_asia,northeast_africa,7386,108,19,4,4156,73,68.38888888888889,-9.37374908813018,True,1.0,broad-root deferred
J1,west_asia,west_europe,7386,149,19,14,4156,115,49.57046979865772,-8.452405635351731,True,1.0,broad-root deferred
J1,west_europe,balkan,149,61,14,7,115,49,2.442622950819672,-1.9126041732713068,True,1.0,broad-root deferred
J1,west_europe,east_europe,149,115,14,9,115,93,1.2956521739130435,-0.061134491692962735,True,1.0,broad-root deferred
J1,west_europe,north_africa,149,360,14,6,115,236,0.4138888888888888,1.92748396188356,False,1.0,broad-root deferred
J1,west_europe,northeast_africa,149,108,14,4,115,73,1.3796296296296295,-0.9213434527784508,True,1.0,broad-root deferred
J1,west_europe,west_asia,149,7386,14,19,115,4156,0.0201733008394259,8.452405635351731,False,1.0,broad-root deferred
J2,balkan,central_asia,338,28,10,6,227,24,12.071428571428571,-4.947033674349172,True,1.0,broad-root deferred
J2,balkan,east_europe,338,265,10,9,227,177,1.2754716981132077,-0.593971672261284,True,1.0,broad-root deferred
J2,balkan,north_africa,338,75,10,5,227,60,4.506666666666667,-2.7597701950599527,True,1.0,broad-root deferred
J2,balkan,north_europe,338,31,10,4,227,26,10.903225806451612,-4.644831522332199,True,1.0,broad-root deferred
J2,balkan,south_asia,338,124,10,5,227,92,2.725806451612903,-1.7299184124022695,True,1.0,broad-root deferred
J2,balkan,west_asia,338,2245,10,19,227,1347,0.1505567928730512,4.136225772029132,False,1.0,broad-root deferred
J2,balkan,west_europe,338,578,10,16,227,439,0.5847750865051903,1.7154778829755855,False,1.0,broad-root deferred
J2,central_asia,balkan,28,338,6,10,24,227,0.0828402366863905,4.947033674349172,False,1.0,broad-root deferred
J2,central_asia,east_europe,28,265,6,9,24,177,0.1056603773584905,4.3530620020878885,False,1.0,broad-root deferred
J2,central_asia,north_africa,28,75,6,5,24,60,0.3733333333333333,2.1872634792892187,False,1.0,broad-root deferred
J2,central_asia,north_europe,28,31,6,4,24,26,0.9032258064516128,0.3022021520169729,False,1.0,broad-root deferred
J2,central_asia,south_asia,28,124,6,5,24,92,0.2258064516129032,3.217115261946903,False,1.0,broad-root deferred
J2,central_asia,west_asia,28,2245,6,19,24,1347,0.0124721603563474,9.083259446378305,False,1.0,broad-root deferred
J2,central_asia,west_europe,28,578,6,16,24,439,0.0484429065743944,6.662511557324757,False,1.0,broad-root deferred
J2,east_europe,balkan,265,338,9,10,177,227,0.7840236686390533,0.5939716722612837,False,1.0,broad-root deferred
J2,east_europe,central_asia,265,28,9,6,177,24,9.464285714285714,-4.353062002087889,True,1.0,broad-root deferred
J2,east_europe,north_africa,265,75,9,5,177,60,3.533333333333333,-2.1657985227986694,True,1.0,broad-root deferred
J2,east_europe,north_europe,265,31,9,4,177,26,8.548387096774194,-4.050859850070916,True,1.0,broad-root deferred
J2,east_europe,south_asia,265,124,9,5,177,92,2.1370967741935485,-1.1359467401409855,True,1.0,broad-root deferred
J2,east_europe,west_asia,265,2245,9,19,177,1347,0.1180400890868596,4.730197444290416,False,1.0,broad-root deferred
J2,east_europe,west_europe,265,578,9,16,177,439,0.458477508650519,2.3094495552368692,False,1.0,broad-root deferred
J2,north_africa,balkan,75,338,5,10,60,227,0.2218934911242603,2.7597701950599527,False,1.0,broad-root deferred
J2,north_africa,central_asia,75,28,5,6,60,24,2.6785714285714284,-2.1872634792892187,True,1.0,broad-root deferred
J2,north_africa,east_europe,75,265,5,9,60,177,0.2830188679245283,2.1657985227986694,False,1.0,broad-root deferred
J2,north_africa,north_europe,75,31,5,4,60,26,2.419354838709677,-1.8850613272722463,True,1.0,broad-root deferred
J2,north_africa,south_asia,75,124,5,5,60,92,0.6048387096774194,1.0298517826576838,False,1.0,broad-root deferred
J2,north_africa,west_asia,75,2245,5,19,60,1347,0.0334075723830735,6.895995967089085,False,1.0,broad-root deferred
J2,north_africa,west_europe,75,578,5,16,60,439,0.129757785467128,4.4752480780355395,False,1.0,broad-root deferred
J2,north_europe,balkan,31,338,4,10,26,227,0.0917159763313609,4.6448315223322005,False,1.0,broad-root deferred
J2,north_europe,central_asia,31,28,4,6,26,24,1.1071428571428572,-0.30220215201697276,True,1.0,broad-root deferred
J2,north_europe,east_europe,31,265,4,9,26,177,0.1169811320754717,4.050859850070916,False,1.0,broad-root deferred
J2,north_europe,north_africa,31,75,4,5,26,60,0.4133333333333333,1.8850613272722467,False,1.0,broad-root deferred
J2,north_europe,south_asia,31,124,4,5,26,92,0.25,2.9149131099299304,False,1.0,broad-root deferred
J2,north_europe,west_asia,31,2245,4,19,26,1347,0.0138084632516703,8.781057294361332,False,1.0,broad-root deferred
J2,north_europe,west_europe,31,578,4,16,26,439,0.0536332179930795,6.360309405307785,False,1.0,broad-root deferred
J2,south_asia,balkan,124,338,5,10,92,227,0.3668639053254438,1.7299184124022695,False,1.0,broad-root deferred
J2,south_asia,central_asia,124,28,5,6,92,24,4.428571428571429,-3.217115261946903,True,1.0,broad-root deferred
J2,south_asia,east_europe,124,265,5,9,92,177,0.4679245283018868,1.1359467401409855,False,1.0,broad-root deferred
J2,south_asia,north_africa,124,75,5,5,92,60,1.653333333333333,-1.0298517826576834,True,1.0,broad-root deferred
J2,south_asia,north_europe,124,31,5,4,92,26,4.0,-2.9149131099299304,True,1.0,broad-root deferred
J2,south_asia,west_asia,124,2245,5,19,92,1347,0.0552338530066815,5.866144184431401,False,1.0,broad-root deferred
J2,south_asia,west_europe,124,578,5,16,92,439,0.2145328719723183,3.4453962953778547,False,1.0,broad-root deferred
J2,west_asia,balkan,2245,338,19,10,1347,227,6.642011834319527,-4.136225772029132,True,1.0,broad-root deferred
J2,west_asia,central_asia,2245,28,19,6,1347,24,80.17857142857143,-9.083259446378305,True,1.0,broad-root deferred
J2,west_asia,east_europe,2245,265,19,9,1347,177,8.471698113207546,-4.730197444290416,True,1.0,broad-root deferred
J2,west_asia,north_africa,2245,75,19,5,1347,60,29.933333333333334,-6.895995967089085,True,1.0,broad-root deferred
J2,west_asia,north_europe,2245,31,19,4,1347,26,72.41935483870968,-8.781057294361332,True,1.0,broad-root deferred
J2,west_asia,south_asia,2245,124,19,5,1347,92,18.10483870967742,-5.866144184431401,True,1.0,broad-root deferred
J2,west_asia,west_europe,2245,578,19,16,1347,439,3.884083044982699,-2.4207478890535463,True,1.0,broad-root deferred
J2,west_europe,balkan,578,338,16,10,439,227,1.7100591715976332,-1.7154778829755852,True,1.0,broad-root deferred
J2,west_europe,central_asia,578,28,16,6,439,24,20.642857142857142,-6.662511557324757,True,1.0,broad-root deferred
J2,west_europe,east_europe,578,265,16,9,439,177,2.181132075471698,-2.3094495552368692,True,1.0,broad-root deferred
J2,west_europe,north_africa,578,75,16,5,439,60,7.706666666666667,-4.4752480780355395,True,1.0,broad-root deferred
J2,west_europe,north_europe,578,31,16,4,439,26,18.64516129032258,-6.360309405307785,True,1.0,broad-root deferred
J2,west_europe,south_asia,578,124,16,5,439,92,4.661290322580645,-3.445396295377855,True,1.0,broad-root deferred
J2,west_europe,west_asia,578,2245,16,19,439,1347,0.2574610244988864,2.4207478890535463,False,1.0,broad-root deferred
K,americas_indigenous_relevant,balkan,237,626,10,10,188,418,0.3785942492012779,1.788791446795472,False,1.0,broad-root deferred
K,americas_indigenous_relevant,caribbean,237,91,10,9,188,82,2.6043956043956045,-1.478650626719952,True,1.0,broad-root deferred
K,americas_indigenous_relevant,central_asia,237,213,10,6,188,153,1.1126760563380282,-0.4916846972487719,True,1.0,broad-root deferred
K,americas_indigenous_relevant,east_asia,237,1660,10,7,188,1164,0.1427710843373494,4.111723288391551,False,1.0,broad-root deferred
K,americas_indigenous_relevant,east_europe,237,2176,10,10,188,1531,0.1089154411764705,4.852474218165587,False,1.0,broad-root deferred
K,americas_indigenous_relevant,north_africa,237,108,10,6,188,88,2.1944444444444446,-1.4251016402218726,True,1.0,broad-root deferred
K,americas_indigenous_relevant,north_america,237,1533,10,3,188,1222,0.1545988258317025,4.3648319197505465,False,1.0,broad-root deferred
K,americas_indigenous_relevant,north_europe,237,2050,10,7,188,1301,0.1156097560975609,4.461755929111437,False,1.0,broad-root deferred
K,americas_indigenous_relevant,northeast_africa,237,49,10,5,188,32,4.836734693877551,-3.8103372942550764,True,1.0,broad-root deferred
K,americas_indigenous_relevant,pacific_oceania,237,79,10,5,188,73,3.0,-1.7142855165276487,True,1.0,broad-root deferred
K,americas_indigenous_relevant,south_america,237,114,10,8,188,99,2.0789473684210527,-1.23671072660809,True,1.0,broad-root deferred
K,americas_indigenous_relevant,south_asia,237,440,10,5,188,309,0.5386363636363637,1.301103244530817,False,1.0,broad-root deferred
K,americas_indigenous_relevant,southeast_asia,237,237,10,9,188,186,1.0,0.21059801115180987,False,1.0,broad-root deferred
K,americas_indigenous_relevant,west_asia,237,2402,10,19,188,1514,0.0986677768526228,4.802285101951069,False,1.0,broad-root deferred
K,americas_indigenous_relevant,west_europe,237,4935,10,21,188,3483,0.0480243161094224,6.579747232681615,False,1.0,broad-root deferred
K,balkan,americas_indigenous_relevant,626,237,10,10,418,188,2.6413502109704643,-1.7887914467954722,True,1.0,broad-root deferred
K,balkan,caribbean,626,91,10,9,418,82,6.87912087912088,-3.267442073515424,True,1.0,broad-root deferred
K,balkan,central_asia,626,213,10,6,418,153,2.9389671361502345,-2.280476144044244,True,1.0,broad-root deferred
K,balkan,east_asia,626,1660,10,7,418,1164,0.3771084337349397,2.3229318415960796,False,1.0,broad-root deferred
K,balkan,east_europe,626,2176,10,10,418,1531,0.2876838235294117,3.063682771370114,False,1.0,broad-root deferred
K,balkan,north_africa,626,108,10,6,418,88,5.796296296296297,-3.2138930870173446,True,1.0,broad-root deferred
K,balkan,north_america,626,1533,10,3,418,1222,0.4083496412263535,2.5760404729550745,False,1.0,broad-root deferred
K,balkan,north_europe,626,2050,10,7,418,1301,0.3053658536585366,2.672964482315965,False,1.0,broad-root deferred
K,balkan,northeast_africa,626,49,10,5,418,32,12.775510204081632,-5.599128741050549,True,1.0,broad-root deferred
K,balkan,pacific_oceania,626,79,10,5,418,73,7.924050632911392,-3.5030769633231205,True,1.0,broad-root deferred
K,balkan,south_america,626,114,10,8,418,99,5.491228070175438,-3.0255021734035616,True,1.0,broad-root deferred
K,balkan,south_asia,626,440,10,5,418,309,1.4227272727272726,-0.4876882022646549,True,1.0,broad-root deferred
K,balkan,southeast_asia,626,237,10,9,418,186,2.6413502109704643,-1.578193435643662,True,1.0,broad-root deferred
K,balkan,west_asia,626,2402,10,19,418,1514,0.2606161532056619,3.013493655155595,False,1.0,broad-root deferred
K,balkan,west_europe,626,4935,10,21,418,3483,0.1268490374873353,4.790955785886142,False,1.0,broad-root deferred
K,caribbean,americas_indigenous_relevant,91,237,9,10,82,188,0.3839662447257383,1.478650626719952,False,1.0,broad-root deferred
K,caribbean,balkan,91,626,9,10,82,418,0.145367412140575,3.2674420735154244,False,1.0,broad-root deferred
K,caribbean,central_asia,91,213,9,6,82,153,0.4272300469483568,0.9869659294711801,False,1.0,broad-root deferred
K,caribbean,east_asia,91,1660,9,7,82,1164,0.0548192771084337,5.590373915111503,False,1.0,broad-root deferred
K,caribbean,east_europe,91,2176,9,10,82,1531,0.0418198529411764,6.331124844885538,False,1.0,broad-root deferred
K,caribbean,north_africa,91,108,9,6,82,88,0.8425925925925926,0.053548986498079584,False,1.0,broad-root deferred
K,caribbean,north_america,91,1533,9,3,82,1222,0.0593607305936073,5.843482546470498,False,1.0,broad-root deferred
K,caribbean,north_europe,91,2050,9,7,82,1301,0.044390243902439,5.940406555831389,False,1.0,broad-root deferred
K,caribbean,northeast_africa,91,49,9,5,82,32,1.8571428571428568,-2.3316866675351244,True,1.0,broad-root deferred
K,caribbean,pacific_oceania,91,79,9,5,82,73,1.1518987341772151,-0.2356348898076963,True,1.0,broad-root deferred
K,caribbean,south_america,91,114,9,8,82,99,0.7982456140350878,0.24193990011186248,False,1.0,broad-root deferred
K,caribbean,south_asia,91,440,9,5,82,309,0.2068181818181818,2.7797538712507692,False,1.0,broad-root deferred
K,caribbean,southeast_asia,91,237,9,9,82,186,0.3839662447257383,1.689248637871762,False,1.0,broad-root deferred
K,caribbean,west_asia,91,2402,9,19,82,1514,0.0378850957535387,6.280935728671019,False,1.0,broad-root deferred
K,caribbean,west_europe,91,4935,9,21,82,3483,0.0184397163120567,8.058397859401566,False,1.0,broad-root deferred
K,central_asia,americas_indigenous_relevant,213,237,6,10,153,188,0.8987341772151899,0.4916846972487717,False,1.0,broad-root deferred
K,central_asia,balkan,213,626,6,10,153,418,0.3402555910543131,2.280476144044244,False,1.0,broad-root deferred
K,central_asia,caribbean,213,91,6,9,153,82,2.340659340659341,-0.9869659294711801,True,1.0,broad-root deferred
K,central_asia,east_asia,213,1660,6,7,153,1164,0.1283132530120481,4.603407985640323,False,1.0,broad-root deferred
K,central_asia,east_europe,213,2176,6,10,153,1531,0.0978860294117647,5.344158915414358,False,1.0,broad-root deferred
K,central_asia,north_africa,213,108,6,6,153,88,1.9722222222222223,-0.9334169429731007,True,1.0,broad-root deferred
K,central_asia,north_america,213,1533,6,3,153,1222,0.1389432485322896,4.8565166169993175,False,1.0,broad-root deferred
K,central_asia,north_europe,213,2050,6,7,153,1301,0.1039024390243902,4.953440626360209,False,1.0,broad-root deferred
K,central_asia,northeast_africa,213,49,6,5,153,32,4.346938775510204,-3.3186525970063045,True,1.0,broad-root deferred
K,central_asia,pacific_oceania,213,79,6,5,153,73,2.6962025316455698,-1.2226008192788766,True,1.0,broad-root deferred
K,central_asia,south_america,213,114,6,8,153,99,1.868421052631579,-0.7450260293593176,True,1.0,broad-root deferred
K,central_asia,south_asia,213,440,6,5,153,309,0.484090909090909,1.7927879417795891,False,1.0,broad-root deferred
K,central_asia,southeast_asia,213,237,6,9,153,186,0.8987341772151899,0.7022827084005818,False,1.0,broad-root deferred
K,central_asia,west_asia,213,2402,6,19,153,1514,0.0886761032472939,5.293969799199839,False,1.0,broad-root deferred
K,central_asia,west_europe,213,4935,6,21,153,3483,0.043161094224924,7.0714319299303865,False,1.0,broad-root deferred
K,east_asia,americas_indigenous_relevant,1660,237,7,10,1164,188,7.0042194092827,-4.111723288391551,True,1.0,broad-root deferred
K,east_asia,balkan,1660,626,7,10,1164,418,2.6517571884984026,-2.3229318415960796,True,1.0,broad-root deferred
K,east_asia,caribbean,1660,91,7,9,1164,82,18.24175824175824,-5.590373915111503,True,1.0,broad-root deferred
K,east_asia,central_asia,1660,213,7,6,1164,153,7.793427230046948,-4.603407985640323,True,1.0,broad-root deferred
K,east_asia,east_europe,1660,2176,7,10,1164,1531,0.7628676470588235,0.7407509297740349,False,1.0,broad-root deferred
K,east_asia,north_africa,1660,108,7,6,1164,88,15.37037037037037,-5.536824928613424,True,1.0,broad-root deferred
K,east_asia,north_america,1660,1533,7,3,1164,1222,1.0828440965427266,0.25310863135899503,False,1.0,broad-root deferred
K,east_asia,north_europe,1660,2050,7,7,1164,1301,0.8097560975609757,0.35003264071988605,False,1.0,broad-root deferred
K,east_asia,northeast_africa,1660,49,7,5,1164,32,33.87755102040816,-7.922060582646628,True,1.0,broad-root deferred
K,east_asia,pacific_oceania,1660,79,7,5,1164,73,21.0126582278481,-5.8260088049192,True,1.0,broad-root deferred
K,east_asia,south_america,1660,114,7,8,1164,99,14.56140350877193,-5.348434014999641,True,1.0,broad-root deferred
K,east_asia,south_asia,1660,440,7,5,1164,309,3.772727272727273,-2.8106200438607343,True,1.0,broad-root deferred
K,east_asia,southeast_asia,1660,237,7,9,1164,186,7.0042194092827,-3.901125277239741,True,1.0,broad-root deferred
K,east_asia,west_asia,1660,2402,7,19,1164,1514,0.6910907577019151,0.6905618135595163,False,1.0,broad-root deferred
K,east_asia,west_europe,1660,4935,7,21,1164,3483,0.3363728470111449,2.468023944290063,False,1.0,broad-root deferred
K,east_europe,americas_indigenous_relevant,2176,237,10,10,1531,188,9.181434599156118,-4.852474218165587,True,1.0,broad-root deferred
K,east_europe,balkan,2176,626,10,10,1531,418,3.476038338658147,-3.063682771370114,True,1.0,broad-root deferred
K,east_europe,caribbean,2176,91,10,9,1531,82,23.912087912087912,-6.331124844885538,True,1.0,broad-root deferred
K,east_europe,central_asia,2176,213,10,6,1531,153,10.215962441314554,-5.344158915414358,True,1.0,broad-root deferred
K,east_europe,east_asia,2176,1660,10,7,1531,1164,1.310843373493976,-0.7407509297740349,True,1.0,broad-root deferred
K,east_europe,north_africa,2176,108,10,6,1531,88,20.14814814814815,-6.277575858387459,True,1.0,broad-root deferred
K,east_europe,north_america,2176,1533,10,3,1531,1222,1.4194390084801043,-0.48764229841503953,True,1.0,broad-root deferred
K,east_europe,north_europe,2176,2050,10,7,1531,1301,1.0614634146341464,-0.39071828905414896,True,1.0,broad-root deferred
K,east_europe,northeast_africa,2176,49,10,5,1531,32,44.40816326530612,-8.662811512420662,True,1.0,broad-root deferred
K,east_europe,pacific_oceania,2176,79,10,5,1531,73,27.54430379746836,-6.5667597346932345,True,1.0,broad-root deferred
K,east_europe,south_america,2176,114,10,8,1531,99,19.087719298245613,-6.0891849447736766,True,1.0,broad-root deferred
K,east_europe,south_asia,2176,440,10,5,1531,309,4.945454545454545,-3.551370973634769,True,1.0,broad-root deferred
K,east_europe,southeast_asia,2176,237,10,9,1531,186,9.181434599156118,-4.641876207013777,True,1.0,broad-root deferred
K,east_europe,west_asia,2176,2402,10,19,1531,1514,0.9059117402164862,-0.05018911621451894,False,1.0,broad-root deferred
K,east_europe,west_europe,2176,4935,10,21,1531,3483,0.4409321175278622,1.7272730145160284,False,1.0,broad-root deferred
K,north_africa,americas_indigenous_relevant,108,237,6,10,88,188,0.4556962025316455,1.4251016402218726,False,1.0,broad-root deferred
K,north_africa,balkan,108,626,6,10,88,418,0.1725239616613418,3.213893087017345,False,1.0,broad-root deferred
K,north_africa,caribbean,108,91,6,9,88,82,1.1868131868131868,-0.05354898649807936,True,1.0,broad-root deferred
K,north_africa,central_asia,108,213,6,6,88,153,0.5070422535211268,0.9334169429731007,False,1.0,broad-root deferred
K,north_africa,east_asia,108,1660,6,7,88,1164,0.0650602409638554,5.536824928613424,False,1.0,broad-root deferred
K,north_africa,east_europe,108,2176,6,10,88,1531,0.0496323529411764,6.277575858387459,False,1.0,broad-root deferred
K,north_africa,north_america,108,1533,6,3,88,1222,0.0704500978473581,5.789933559972419,False,1.0,broad-root deferred
K,north_africa,north_europe,108,2050,6,7,88,1301,0.0526829268292682,5.886857569333309,False,1.0,broad-root deferred
K,north_africa,northeast_africa,108,49,6,5,88,32,2.204081632653061,-2.385235654033204,True,1.0,broad-root deferred
K,north_africa,pacific_oceania,108,79,6,5,88,73,1.3670886075949369,-0.28918387630577597,True,1.0,broad-root deferred
K,north_africa,south_america,108,114,6,8,88,99,0.9473684210526316,0.1883909136137831,False,1.0,broad-root deferred
K,north_africa,south_asia,108,440,6,5,88,309,0.2454545454545454,2.72620488475269,False,1.0,broad-root deferred
K,north_africa,southeast_asia,108,237,6,9,88,186,0.4556962025316455,1.6356996513736823,False,1.0,broad-root deferred
K,north_africa,west_asia,108,2402,6,19,88,1514,0.04496253122398,6.22738674217294,False,1.0,broad-root deferred
K,north_africa,west_europe,108,4935,6,21,88,3483,0.0218844984802431,8.004848872903487,False,1.0,broad-root deferred
K,north_america,americas_indigenous_relevant,1533,237,3,10,1222,188,6.468354430379747,-4.3648319197505465,True,1.0,broad-root deferred
K,north_america,balkan,1533,626,3,10,1222,418,2.44888178913738,-2.5760404729550745,True,1.0,broad-root deferred
K,north_america,caribbean,1533,91,3,9,1222,82,16.846153846153847,-5.843482546470498,True,1.0,broad-root deferred
