"lineage_root","source_mask","receiver_mask","source_terminal_count","receiver_terminal_count","source_country_count","receiver_country_count","source_branch_count","receiver_branch_count","deepest_source_adequacy_A_s","deepest_diversity_contrast_D","deepest_source_receiver_call","source_receiver_reliability_score","atlas_reliability_state","figure_source_file"
"I-Y3120","Balkans","Eastern Europe","462","288","10","10","286","206","1.604167","-0.319032","Compatible at deepest layer","0.278425","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"I-Y3120","Balkans","Western Europe","462","51","10","5","286","38","9.058824","-2.270114","Compatible at deepest layer","0.412866","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"I-Y3120","Eastern Europe","Balkans","288","462","10","10","206","286","0.623377","0.319032","Rejected at deepest layer","0.153425","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"I-Y3120","Eastern Europe","Western Europe","288","51","10","5","206","38","5.647059","-1.951082","Compatible at deepest layer","0.390017","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"I-Y3120","Western Europe","Balkans","51","462","5","10","38","286","0.110390","2.270114","Rejected at deepest layer","0.246200","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"I-Y3120","Western Europe","Eastern Europe","51","288","5","10","38","206","0.177083","1.951082","Rejected at deepest layer","0.223350","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"I1","Balkans","Eastern Europe","118","227","10","9","75","174","0.519824","2.339375","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Balkans","North America","118","423","10","4","75","300","0.278960","3.129710","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Balkans","Northern Europe","118","1280","10","6","75","815","0.092188","5.718259","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Balkans","Western Europe","118","1103","10","19","75","741","0.106981","5.332780","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Eastern Europe","Balkans","227","118","9","10","174","75","1.923729","-2.339375","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Eastern Europe","North America","227","423","9","4","174","300","0.536643","0.790335","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Eastern Europe","Northern Europe","227","1280","9","6","174","815","0.177344","3.378884","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Eastern Europe","Western Europe","227","1103","9","19","174","741","0.205802","2.993404","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","North America","Balkans","423","118","4","10","300","75","3.584746","-3.129710","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","North America","Eastern Europe","423","227","4","9","300","174","1.863436","-0.790335","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","North America","Northern Europe","423","1280","4","6","300","815","0.330469","2.588549","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","North America","Western Europe","423","1103","4","19","300","741","0.383500","2.203069","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Northern Europe","Balkans","1280","118","6","10","815","75","10.847458","-5.718259","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Northern Europe","Eastern Europe","1280","227","6","9","815","174","5.638767","-3.378884","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Northern Europe","North America","1280","423","6","4","815","300","3.026005","-2.588549","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Northern Europe","Western Europe","1280","1103","6","19","815","741","1.160471","-0.385480","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Western Europe","Balkans","1103","118","19","10","741","75","9.347458","-5.332780","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Western Europe","Eastern Europe","1103","227","19","9","741","174","4.859031","-2.993404","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Western Europe","North America","1103","423","19","4","741","300","2.607565","-2.203069","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I1","Western Europe","Northern Europe","1103","1280","19","6","741","815","0.861719","0.385480","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Balkans","Eastern Europe","534","392","10","10","341","278","1.362245","-0.681458","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Balkans","Northern Europe","534","145","10","4","341","104","3.682759","-2.789235","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Balkans","West Asia","534","91","10","11","341","69","5.868132","-3.648341","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Balkans","Western Europe","534","1089","10","16","341","755","0.490358","1.651573","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Eastern Europe","Balkans","392","534","10","10","278","341","0.734082","0.681458","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Eastern Europe","Northern Europe","392","145","10","4","278","104","2.703448","-2.107777","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Eastern Europe","West Asia","392","91","10","11","278","69","4.307692","-2.966883","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Eastern Europe","Western Europe","392","1089","10","16","278","755","0.359963","2.333031","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Northern Europe","Balkans","145","534","4","10","104","341","0.271536","2.789235","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Northern Europe","Eastern Europe","145","392","4","10","104","278","0.369898","2.107777","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Northern Europe","West Asia","145","91","4","11","104","69","1.593407","-0.859106","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Northern Europe","Western Europe","145","1089","4","16","104","755","0.133150","4.440808","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","West Asia","Balkans","91","534","11","10","69","341","0.170412","3.648341","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","West Asia","Eastern Europe","91","392","11","10","69","278","0.232143","2.966883","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","West Asia","Northern Europe","91","145","11","4","69","104","0.627586","0.859106","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","West Asia","Western Europe","91","1089","11","16","69","755","0.083563","5.299914","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Western Europe","Balkans","1089","534","16","10","755","341","2.039326","-1.651573","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Western Europe","Eastern Europe","1089","392","16","10","755","278","2.778061","-2.333031","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Western Europe","Northern Europe","1089","145","16","4","755","104","7.510345","-4.440808","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"I2","Western Europe","West Asia","1089","91","16","11","755","69","11.967033","-5.299914","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-L283","Balkans","Eastern Europe","189","66","10","9","110","46","2.863636","-0.820169","Compatible at deepest layer","0.401463","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-L283","Balkans","Western Europe","189","177","10","13","110","133","1.067797","0.315780","Rejected at deepest layer","0.047889","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-L283","Eastern Europe","Balkans","66","189","9","10","46","110","0.349206","0.820169","Rejected at deepest layer","0.234796","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-L283","Eastern Europe","Western Europe","66","177","9","13","46","133","0.372881","1.135949","Rejected at deepest layer","0.199352","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-L283","Western Europe","Balkans","177","189","13","10","133","110","0.936508","-0.315780","Rejected at deepest layer","0.069628","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-L283","Western Europe","Eastern Europe","177","66","13","9","133","46","2.681818","-1.135949","Compatible at deepest layer","0.366019","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-M102","Balkans","Eastern Europe","212","81","10","9","124","59","2.617284","-0.690408","Compatible at deepest layer","0.096711","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Balkans","South Asia","212","50","10","4","124","36","4.240000","-1.085246","Compatible at deepest layer","0.105996","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Balkans","West Asia","212","365","10","18","124","230","0.580822","0.697352","Rejected at deepest layer","0.091336","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Balkans","Western Europe","212","197","10","13","124","151","1.076142","0.311262","Rejected at deepest layer","0.425456","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Eastern Europe","Balkans","81","212","9","10","59","124","0.382075","0.690408","Rejected at deepest layer","0.096711","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Eastern Europe","South Asia","81","50","9","4","59","36","1.620000","-0.394838","Compatible at deepest layer","0.092619","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Eastern Europe","West Asia","81","365","9","18","59","230","0.221918","1.387760","Rejected at deepest layer","0.104714","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Eastern Europe","Western Europe","81","197","9","13","59","151","0.411168","1.001670","Rejected at deepest layer","0.105500","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","South Asia","Balkans","50","212","4","10","36","124","0.235849","1.085246","Rejected at deepest layer","0.105996","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","South Asia","Eastern Europe","50","81","4","9","36","59","0.617284","0.394838","Rejected at deepest layer","0.092619","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","South Asia","West Asia","50","365","4","18","36","230","0.136986","1.782597","Rejected at deepest layer","0.113999","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","South Asia","Western Europe","50","197","4","13","36","151","0.253807","1.396508","Rejected at deepest layer","0.114786","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","West Asia","Balkans","365","212","18","10","230","124","1.721698","-0.697352","Compatible at deepest layer","0.091336","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","West Asia","Eastern Europe","365","81","18","9","230","59","4.506173","-1.387760","Compatible at deepest layer","0.104714","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","West Asia","South Asia","365","50","18","4","230","36","7.300000","-1.782597","Compatible at deepest layer","0.113999","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","West Asia","Western Europe","365","197","18","13","230","151","1.852792","-0.386089","Compatible at deepest layer","0.084120","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Western Europe","Balkans","197","212","13","10","151","124","0.929245","-0.311262","Rejected at deepest layer","0.280529","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Western Europe","Eastern Europe","197","81","13","9","151","59","2.432099","-1.001670","Compatible at deepest layer","0.105500","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Western Europe","South Asia","197","50","13","4","151","36","3.940000","-1.396508","Compatible at deepest layer","0.114786","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M102","Western Europe","West Asia","197","365","13","18","151","230","0.539726","0.386089","Rejected at deepest layer","0.084120","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Balkans","Eastern Europe","189","66","10","9","110","46","2.863636","-0.820169","Compatible at deepest layer","0.443129","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Balkans","South Asia","189","48","10","4","110","34","3.937500","-1.002821","Compatible at deepest layer","0.444671","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Balkans","West Asia","189","55","10","15","110","45","3.436364","-0.692336","Compatible at deepest layer","0.461105","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Balkans","Western Europe","189","178","10","13","110","134","1.061798","0.323617","Rejected at deepest layer","0.089471","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Eastern Europe","Balkans","66","189","9","10","46","110","0.349206","0.820169","Rejected at deepest layer","0.276463","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Eastern Europe","South Asia","66","48","9","4","46","34","1.375000","-0.182652","Compatible at deepest layer","0.186024","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-M241","Eastern Europe","West Asia","66","55","9","15","46","45","1.200000","0.127833","Rejected at deepest layer","0.074930","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-M241","Eastern Europe","Western Europe","66","178","9","13","46","134","0.370787","1.143786","Rejected at deepest layer","0.240933","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-M241","South Asia","Balkans","48","189","4","10","34","110","0.253968","1.002821","Rejected at deepest layer","0.278005","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","South Asia","Eastern Europe","48","66","4","9","34","46","0.727273","0.182652","Rejected at deepest layer","0.116579","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-M241","South Asia","West Asia","48","55","4","15","34","45","0.872727","0.310486","Rejected at deepest layer","0.016433","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-M241","South Asia","Western Europe","48","178","4","13","34","134","0.269663","1.326438","Rejected at deepest layer","0.202195","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-M241","West Asia","Balkans","55","189","15","10","45","110","0.291005","0.692336","Rejected at deepest layer","0.294438","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","West Asia","Eastern Europe","55","66","15","9","45","46","0.833333","-0.127833","Rejected at deepest layer","0.074930","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-M241","West Asia","South Asia","55","48","15","4","45","34","1.145833","-0.310486","Compatible at deepest layer","0.034952","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-M241","West Asia","Western Europe","55","178","15","13","45","134","0.308989","1.015952","Rejected at deepest layer","0.217242","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-M241","Western Europe","Balkans","178","189","13","10","134","110","0.941799","-0.323617","Rejected at deepest layer","0.111210","No-call or underpowered","source_receiver_reliability_atlas.csv"
"J-M241","Western Europe","Eastern Europe","178","66","13","9","134","46","2.696970","-1.143786","Compatible at deepest layer","0.407600","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-M241","Western Europe","South Asia","178","48","13","4","134","34","3.708333","-1.326438","Compatible at deepest layer","0.368861","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-M241","Western Europe","West Asia","178","55","13","15","134","45","3.236364","-1.015952","Compatible at deepest layer","0.383909","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-M410","Balkans","Eastern Europe","135","185","10","9","107","119","0.729730","-0.093412","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Balkans","North Africa/Maghreb","135","55","10","5","107","45","2.454545","-1.962090","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Balkans","South Asia","135","74","10","5","107","56","1.824324","-1.399309","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Balkans","West Asia","135","1886","10","19","107","1120","0.071580","5.138146","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Balkans","Western Europe","135","383","10","15","107","290","0.352480","2.190727","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Eastern Europe","Balkans","185","135","9","10","119","107","1.370370","0.093412","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Eastern Europe","North Africa/Maghreb","185","55","9","5","119","45","3.363636","-1.868679","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Eastern Europe","South Asia","185","74","9","5","119","56","2.500000","-1.305897","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Eastern Europe","West Asia","185","1886","9","19","119","1120","0.098091","5.231558","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Eastern Europe","Western Europe","185","383","9","15","119","290","0.483029","2.284138","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","North Africa/Maghreb","Balkans","55","135","5","10","45","107","0.407407","1.962090","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","North Africa/Maghreb","Eastern Europe","55","185","5","9","45","119","0.297297","1.868679","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","North Africa/Maghreb","South Asia","55","74","5","5","45","56","0.743243","0.562781","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","North Africa/Maghreb","West Asia","55","1886","5","19","45","1120","0.029162","7.100236","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","North Africa/Maghreb","Western Europe","55","383","5","15","45","290","0.143603","4.152817","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","South Asia","Balkans","74","135","5","10","56","107","0.548148","1.399309","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","South Asia","Eastern Europe","74","185","5","9","56","119","0.400000","1.305897","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","South Asia","North Africa/Maghreb","74","55","5","5","56","45","1.345455","-0.562781","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","South Asia","West Asia","74","1886","5","19","56","1120","0.039236","6.537455","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","South Asia","Western Europe","74","383","5","15","56","290","0.193211","3.590036","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","West Asia","Balkans","1886","135","19","10","1120","107","13.970370","-5.138146","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","West Asia","Eastern Europe","1886","185","19","9","1120","119","10.194595","-5.231558","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","West Asia","North Africa/Maghreb","1886","55","19","5","1120","45","34.290909","-7.100236","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","West Asia","South Asia","1886","74","19","5","1120","56","25.486486","-6.537455","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","West Asia","Western Europe","1886","383","19","15","1120","290","4.924282","-2.947419","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Western Europe","Balkans","383","135","15","10","290","107","2.837037","-2.190727","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Western Europe","Eastern Europe","383","185","15","9","290","119","2.070270","-2.284138","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Western Europe","North Africa/Maghreb","383","55","15","5","290","45","6.963636","-4.152817","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Western Europe","South Asia","383","74","15","5","290","56","5.175676","-3.590036","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-M410","Western Europe","West Asia","383","1886","15","19","290","1120","0.203075","2.947419","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-P58","Balkans","Eastern Europe","39","105","4","8","35","82","0.371429","0.749541","Rejected at deepest layer","0.052153","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Balkans","North Africa/Maghreb","39","358","4","6","35","233","0.108939","1.747399","Rejected at deepest layer","0.251321","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","Balkans","Northeast Africa","39","101","4","4","35","68","0.386139","0.440059","Rejected at deepest layer","0.068574","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Balkans","West Asia","39","7165","4","19","35","4012","0.005443","4.557326","Rejected at deepest layer","0.150876","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Balkans","Western Europe","39","109","4","14","35","89","0.357798","0.901774","Rejected at deepest layer","0.062875","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Eastern Europe","Balkans","105","39","8","4","82","35","2.692308","-0.749541","Compatible at deepest layer","0.052153","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","Eastern Europe","North Africa/Maghreb","105","358","8","6","82","233","0.293296","0.997858","Rejected at deepest layer","0.199167","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Eastern Europe","Northeast Africa","105","101","8","4","82","68","1.039604","-0.309481","Compatible at deepest layer","0.143846","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","Eastern Europe","West Asia","105","7165","8","19","82","4012","0.014655","3.807786","Rejected at deepest layer","0.265389","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","Eastern Europe","Western Europe","105","109","8","14","82","89","0.963303","0.152233","Rejected at deepest layer","0.226631","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","North Africa/Maghreb","Balkans","358","39","6","4","233","35","9.179487","-1.747399","Compatible at deepest layer","0.417987","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","North Africa/Maghreb","Eastern Europe","358","105","6","8","233","82","3.409524","-0.997858","Compatible at deepest layer","0.365834","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","North Africa/Maghreb","Northeast Africa","358","101","6","4","233","68","3.544554","-1.307339","Compatible at deepest layer","0.412458","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","North Africa/Maghreb","West Asia","358","7165","6","19","233","4012","0.049965","2.809927","Rejected at deepest layer","0.109579","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","North Africa/Maghreb","Western Europe","358","109","6","14","233","89","3.284404","-0.845625","Compatible at deepest layer","0.396779","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","Northeast Africa","Balkans","101","39","4","4","68","35","2.589744","-0.440059","Compatible at deepest layer","0.068574","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","Northeast Africa","Eastern Europe","101","105","4","8","68","82","0.961905","0.309481","Rejected at deepest layer","0.060512","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-P58","Northeast Africa","North Africa/Maghreb","101","358","4","6","68","233","0.282123","1.307339","Rejected at deepest layer","0.245791","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","Northeast Africa","West Asia","101","7165","4","19","68","4012","0.014096","4.117267","Rejected at deepest layer","0.311469","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","Northeast Africa","Western Europe","101","109","4","14","68","89","0.926606","0.461714","Rejected at deepest layer","0.224012","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","West Asia","Balkans","7165","39","19","4","4012","35","183.717949","-4.557326","Compatible at deepest layer","0.150876","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","West Asia","Eastern Europe","7165","105","19","8","4012","82","68.238095","-3.807786","Compatible at deepest layer","0.432056","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","West Asia","North Africa/Maghreb","7165","358","19","6","4012","233","20.013966","-2.809927","Compatible at deepest layer","0.151246","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","West Asia","Northeast Africa","7165","101","19","4","4012","68","70.940594","-4.117267","Compatible at deepest layer","0.478135","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","West Asia","Western Europe","7165","109","19","14","4012","89","65.733945","-3.655552","Compatible at deepest layer","0.129667","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","Western Europe","Balkans","109","39","14","4","89","35","2.794872","-0.901774","Compatible at deepest layer","0.062875","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"J-P58","Western Europe","Eastern Europe","109","105","14","8","89","82","1.038095","-0.152233","Compatible at deepest layer","0.446328","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","Western Europe","North Africa/Maghreb","109","358","14","6","89","233","0.304469","0.845625","Rejected at deepest layer","0.230112","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"J-P58","Western Europe","Northeast Africa","109","101","14","4","89","68","1.079208","-0.461714","Compatible at deepest layer","0.427716","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"J-P58","Western Europe","West Asia","109","7165","14","19","89","4012","0.015213","3.655552","Rejected at deepest layer","0.129667","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"J-Z2215","Balkans","Eastern Europe","61","113","7","9","49","91","0.539823","1.798417","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Balkans","North Africa/Maghreb","61","360","7","6","49","236","0.169444","3.840088","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Balkans","Northeast Africa","61","108","7","4","49","73","0.564815","0.991261","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Balkans","West Asia","61","7363","7","19","49","4139","0.008285","10.355642","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Balkans","Western Europe","61","145","7","14","49","111","0.420690","1.821273","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Eastern Europe","Balkans","113","61","9","7","91","49","1.852459","-1.798417","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Eastern Europe","North Africa/Maghreb","113","360","9","6","91","236","0.313889","2.041671","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"J-Z2215","Eastern Europe","Northeast Africa","113","108","9","4","91","73","1.046296","-0.807157","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
